wl_r_RAW,qe_r_RAW,wl_g_RAW,qe_g_RAW,wl_b_RAW,qe_b_RAW,wl,qe_r,qe_g,qe_b
5.865591397849462965e+02,2.469197469197469130e-01,7.795698924731184434e+02,1.583416583416583368e-01,5.338709677419354875e+02,7.575757575757577356e-02,4.425000000000000000e+02,1.338669999999999964e-02,4.647765999999999703e-02,3.715946500000000263e-01
5.897849462365592217e+02,2.802197802197802234e-01,7.876344086021506428e+02,1.650016650016649933e-01,5.435483870967742632e+02,5.710955710955711861e-02,4.450000000000000000e+02,1.540520000000000084e-02,5.142849000000000032e-02,3.811097399999999746e-01
5.919354838709678006e+02,3.135198135198135061e-01,7.946236559139786095e+02,1.616716616716616650e-01,5.532258064516129252e+02,4.711954711954711994e-02,4.475000000000000000e+02,1.354480999999999914e-02,5.627392999999999978e-02,3.798374600000000156e-01
5.973118279569893048e+02,3.494838494838494736e-01,8.016129032258065763e+02,1.576756576756576933e-01,5.655913978494623962e+02,3.046953046953047861e-02,4.500000000000000000e+02,1.016322000000000059e-02,6.026332999999999690e-02,3.747918700000000269e-01
6.005376344086022300e+02,3.787878787878787845e-01,8.129032258064517009e+02,1.709956709956710064e-01,5.795698924731183297e+02,2.713952713952713647e-02,4.525000000000000000e+02,8.039179999999999937e-03,6.264690000000000536e-02,3.784995600000000127e-01
6.026881720430108089e+02,3.887778887778887693e-01,8.241935483870969392e+02,1.829836829836829770e-01,5.919354838709678006e+02,2.514152514152515061e-02,4.550000000000000000e+02,8.074019999999999461e-03,6.313301000000000329e-02,3.853898800000000180e-01
6.059139784946237342e+02,3.927738927738927410e-01,8.370967741935485265e+02,1.903096903096903325e-01,6.053763440860216178e+02,2.181152181152182234e-02,4.575000000000000000e+02,8.421110000000000748e-03,6.264301999999999371e-02,3.899193300000000084e-01
6.091397849462366594e+02,3.861138861138860845e-01,8.440860215053764932e+02,1.809856809856809912e-01,6.155913978494623962e+02,1.648351648351648047e-02,4.600000000000000000e+02,7.058730000000000039e-03,6.229669000000000179e-02,3.903494299999999972e-01
6.112903225806452383e+02,3.781218781218781411e-01,8.516129032258065763e+02,1.669996669996670069e-01,6.252688172043011718e+02,1.381951381951382340e-02,4.625000000000000000e+02,4.374359999999999880e-03,6.321382000000000390e-02,3.834690099999999990e-01
6.145161290322581635e+02,3.727938727938727714e-01,8.607526881720431220e+02,1.543456543456543373e-01,6.290322580645162134e+02,2.047952047952047994e-02,4.650000000000000000e+02,4.130100000000000264e-03,6.651416999999999746e-02,3.722034000000000176e-01
6.188172043010753214e+02,3.694638694638694432e-01,8.698924731182796677e+02,1.530136530136530226e-01,6.381720430107527591e+02,2.047952047952047994e-02,4.675000000000000000e+02,6.919989999999999995e-03,7.316511000000000542e-02,3.783366499999999966e-01
6.209677419354839003e+02,3.648018648018648280e-01,8.768817204301076345e+02,1.503496503496503656e-01,6.516129032258065763e+02,2.580752580752580794e-02,4.700000000000000000e+02,1.062459999999999967e-02,8.286530000000000284e-02,3.876597800000000094e-01
6.263440860215054045e+02,3.714618714618714845e-01,8.811827956989249060e+02,1.516816516816516802e-01,6.645161290322581635e+02,3.579753579753580661e-02,4.725000000000000000e+02,1.249015000000000021e-02,9.468279000000000278e-02,3.867173300000000258e-01
6.290322580645162134e+02,3.814518814518814693e-01,8.956989247311829558e+02,1.330336330336330253e-01,6.763440860215054045e+02,3.246753246753247835e-02,4.750000000000000000e+02,1.058591000000000046e-02,1.073882800000000026e-01,3.785185300000000197e-01
6.311827956989247923e+02,3.887778887778887693e-01,9.096774193548388894e+02,1.163836163836163839e-01,6.876344086021506428e+02,3.712953712953713514e-02,4.775000000000000000e+02,7.053539999999999636e-03,1.190808800000000001e-01,3.676910999999999929e-01
6.354838709677419502e+02,3.834498834498833997e-01,9.177419354838710888e+02,9.973359973359974262e-02,6.930107526881721469e+02,4.378954378954379167e-02,4.800000000000000000e+02,4.690970000000000036e-03,1.295099500000000126e-01,3.521963300000000019e-01
6.392473118279571054e+02,3.727938727938727714e-01,9.263440860215055181e+02,8.574758574758575835e-02,7.000000000000001137e+02,5.111555111555111941e-02,4.825000000000000000e+02,4.606729999999999853e-03,1.417721100000000067e-01,3.396339800000000020e-01
6.408602150537634543e+02,3.574758574758575280e-01,9.381720430107528728e+02,8.175158175158175888e-02,7.107526881720431220e+02,5.044955044955044821e-02,4.850000000000000000e+02,7.000600000000000052e-03,1.587035699999999883e-01,3.340408200000000161e-01
6.456989247311828422e+02,3.421578421578421736e-01,9.478494623655915348e+02,7.109557109557110288e-02,7.188172043010753214e+02,4.445554445554446288e-02,4.875000000000000000e+02,1.050072999999999979e-02,1.827826999999999924e-01,3.318940699999999855e-01
