wl_r_RAW,qe_r_RAW,wl_g_RAW,qe_g_RAW,wl_b_RAW,qe_b_RAW,wl,qe_r,qe_g,qe_b
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.425000000000000000e+02,3.391253583910064928e-01,8.091727016285382712e-02,5.353753132123154068e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.450000000000000000e+02,3.340364198391317374e-01,7.919283982098035413e-02,5.378459076626719571e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.475000000000000000e+02,3.301753552119630619e-01,7.800785163803225508e-02,5.418351326497809761e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.500000000000000000e+02,3.274571287768210937e-01,7.743417931949410360e-02,5.482403698821548821e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.525000000000000000e+02,3.255192620831623973e-01,7.754267620649597792e-02,5.579590010683063706e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.550000000000000000e+02,3.239992634407350969e-01,7.840419564016794240e-02,5.718884079167479983e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.575000000000000000e+02,3.225509437505218457e-01,8.008078734443423163e-02,5.909257934898779624e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.600000000000000000e+02,3.210416641342024868e-01,8.251918106922059848e-02,6.153282750741650292e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.625000000000000000e+02,3.194889029238658362e-01,8.558504126400703904e-02,6.432748032863408461e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.650000000000000000e+02,3.179132583277609059e-01,8.914234760343939246e-02,6.725233096150753931e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.675000000000000000e+02,3.163353285541365412e-01,9.305507976216356725e-02,7.008317255490381648e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.700000000000000000e+02,3.147757118112415875e-01,9.719336703157721580e-02,7.259832080067370186e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.725000000000000000e+02,3.132550063073248903e-01,1.014823279119326377e-01,7.469746707881709524e-02
